customer_tweet_id,customer_text,amazon_reply,candidate_intent,verified_intent,keep_in_golden_set,label_notes
83370,"@AmazonHelp I had already called and talked. The guy said it is only available for HDFC bank, however you have mentioned that others banks are available too for the instant cashback in lieu of the interest charged for the EMI. I want to know how much instant discount will be offered?","@134321 I understand your concern regarding the No cost emi. The interest amount will be offered instantly once you place the order. However, the card issuing bank will continue to charge interest on the transaction. (1/2) ^GD",payments_billing_promotions,payments_billing_promotions,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2900990,"@AmazonHelp Thank You so much.
One more thing, is it an Instant Discount i.e. Customer needs to pay net amount after deduction of 1500
Or the CASHBACK will be credited to Amazon pay balance or refunded in bank account in later part of the year or so?",@774344 The offer is applicable to all the customers who purchase One Plus 5T with HDFC Bank Debit &amp; Credit Cards between November 28 to December 2 2017. Please refer it here: https://t.co/e80meUAKUu and get back to us If you still have any further queries. ^NK,payments_billing_promotions,payments_billing_promotions,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2807296,"@AmazonHelp We're writing to let you know that the payment for your Amazon Gift Card Balance Reload has been declined. The issuing bank may have declined the charge if the name, expiration date, or ZIP Code you entered at https://t.co/BIg9MPdUPB does not exactly match the bank's information.","@782932 Thanks for that information, Ian! What kind of error message are you receiving when you try to place your order? ^AR",payments_billing_promotions,payments_billing_promotions,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
183702,@AmazonHelp ok.that will also do.if i add amazon pay balance and rest amount via credit card emi,@159198 you could combine with an Amazon pay balance and another banking card. (2/2) ^VM,payments_billing_promotions,payments_billing_promotions,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
91325,"@AmazonHelp 10% cashback on debit card payment while COD , i did two times got nothing yet",@135808  We apologize for the hassle sorrounding the cashback. Could you please help us with the name of the cashback and we'll assist you accordingly. ^VH,payments_billing_promotions,payments_billing_promotions,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
416132,"@AmazonHelp 100% cashback recharge offer through amazon pay balance, I recharged through amazon pay balance but i didn't get cashback yet","@214242 I'm sorry for any trouble. Without sharing account or personal details, will you tell us more about what's going on? ^CL",payments_billing_promotions,payments_billing_promotions,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2086397,"@AmazonHelp 7. Can I avail cash back on credit card on EMI?
Yes. The cashback is applicable on EMI.
still i did not get cashback making us fool","@616913 here:https://t.co/WCUqL1Sd4g. Please don't provide your email id, as we consider 2/3 ^AP",payments_billing_promotions,payments_billing_promotions,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
678298,"@AmazonHelp @115821 Your answer doesn't satisfy my query.
Tell me other way to transfer my amount from amazon pay balance to my bank account and its urgent.Because i m ordering my things are of amount 2297  and when my move to payment mode it added unnecessary amount which is not acceptable.",@281822 Apologies you had the problem with adding money to pay balance. You may reach out to support team here: https://t.co/vlvfJr4nN9. We’ll look into it. ^SB,payments_billing_promotions,payments_billing_promotions,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1217483,@AmazonHelp As i am not going to use @115850 anymore i want money in my credit card and not in amazon pay balance (2/2) #BoycottAmazon,@405683 I'd request you to please respond for further assistance. 2/2 ^KH,payments_billing_promotions,payments_billing_promotions,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
689212,"@AmazonHelp But if I use a gift card to top up my Amazon account balance, will the subscription to the music service automatically deduct from that balance instead of my debit card?","@284683 You can use a credit card, debit card, or the Amazon Store Card as your subscription payment method. At this time, subscriptions can't be purchased using an https://t.co/nUUp5MLhYl Gift Card. Subscriptions also aren't available to purchase as a gift.  ^AF",payments_billing_promotions,payments_billing_promotions,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1266409,@AmazonHelp Debit card charged rather then gift card. Sup Ryan said it was my fault &amp; spoke over me. Rude and loud.,@416523 Sorry to hear that. Without giving out personal info can you tell us what happened? ^RS,payments_billing_promotions,payments_billing_promotions,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2213187,"@AmazonHelp Gift card Ts &amp; Cs doesn't say you can't. I topped up my account to take advantage of an free £5 promotion, and can't use the balance.","@646816 Hello Richard! Currently, gift cards can't be used on Prime Now. I'm sorry for the inconvenience. ^JZ",payments_billing_promotions,payments_billing_promotions,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
80536,@AmazonHelp How this order got cancelled for 'payment declined' reason where my Amazon Pay Balance was 9300 (2500 in money &amp; 6800 in Gifts and Credit )at the time of order and 8999 was deducted? Even no refund made till now for Gifts &amp; Credit money (Rs. 6800). It's simple fraud by Amazon. https://t.co/dJniR2EwvY,"@133883 We would our best to make things right for you. Once we have your details with us, we'll work on it right away. ^CB",payments_billing_promotions,payments_billing_promotions,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1721735,@AmazonHelp I mean can i add money to my gift card balance through my debit card instead of going somewhere and buying a gift card,@521011 You can use the following Credit cards and Debit cards for payments on Amazon.in mentioned here:https://t.co/XUPK6YCkFA ^EM,payments_billing_promotions,payments_billing_promotions,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
918229,"@AmazonHelp I replied to such mails earlier also, but as I said I received template ans. I had asked for TnC for 1000 cashback in Amazon pay balance 1/2","@337990 As intimated earlier, kindly reply to the mail that you received from us on 21st Oct and we'll get back to you. ^AU",payments_billing_promotions,payments_billing_promotions,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
522563,@AmazonHelp I was sent a $225 gift card for Christmas which I applied to my account. Amazon immediately hijacked the funds to pay Subscribe and Save which is always paid by credit card. It's happened before but this time the response was unacceptable. Payment wasn't even due yet.,"@240706 I'm so sorry for the poor experience, Joy. WIthout giving account specific details, please tell us a little more about what's going on. We're here to help! ^HS",payments_billing_promotions,payments_billing_promotions,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1041195,"@AmazonHelp I will tell you with example
I PURCHASED AMAZON GIFT CARD OF 1000
AND REDEEMED THE VOUCHER OF 1000 BY ADDING GIFY CARD TO AMAZON PAY BALANCE. AND AGAIN AMAZON GIFT CARD WHICH I ADDED IS LOCKED AND AMAZON PAY BALANCE OF 1000 WHICH I ADDED IS DEBITED. CAN IT POSSIBLE","@366265 Could you kindly specify, what are you indicating by 'locking' the gift card? ^CB",payments_billing_promotions,payments_billing_promotions,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2254557,"@AmazonHelp It was explained to me that the charge was to ""test"" my credit card for validity, and that the money would be returned. The problem is that the charge caused my account balance to go below my bank's minimum threshold, thus triggering fees to my account. (1/2)","@656710 I'm sorry for the unexpected charge! When you contacted us, were we able to explain the charge? What options were we able to provide? We want to make sure this is resolved for you! ^BN",payments_billing_promotions,payments_billing_promotions,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1095838,@AmazonHelp My email to login is a old one and I have been recharged for prime membership but I can’t login or get a change password. Call 1 got Cole,@378602 I'm sorry for the trouble you're having reaching us. Without sharing account/order details will you tell us what happened? ^DW,account_prime_membership,account_prime_membership,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1771710,@AmazonHelp Please could somebody get back to me - I can't reset my password and cannot sign in. I can't call the 0808 number from abroad to get help by phone. I'm stuck now and my girlfriend has left me for another man with a working Amazon Prime membership... ;-(,@229958 We will do our best Alex. Keep us posted once you get in touch with us directly. Hopefully you will both be back to enjoying the hols together! 😎 😎 🍹^NV,account_prime_membership,account_prime_membership,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1505486,@AmazonHelp #stillwaiting @115830 after being a prime member for 10+ years I definitely won’t be renewing my prime membership #notworththemoney,@468403 Please get back to us with an update if your order does not arrive today ^BZ,account_prime_membership,account_prime_membership,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2319595,"@AmazonHelp @115850 @1840 One more day has passed without any updates. Why is it so difficult to unlock my account? If you can’t unlock, refund my prime membership amount. ?
#nothingprimeinamazonprime","@672306 Thank you for confirming. If the details were shared, our team shall reach out to you soon. Appreciate your understanding. ^MP",account_prime_membership,account_prime_membership,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
500861,@AmazonHelp A charge for Prime membership has been coming out of my account but I have no Prime membership. I keep being told it is because another person has been using the card on their account. I have investigated this and that is not true. The money continues to be taken from me,@234636 Can I ask for you to explain the issue without giving account information so we can assist you further. Thank you ^GA,account_prime_membership,payments_billing_promotions,yes,Audited primary-intent correction.
2447427,@AmazonHelp A prime membership payment has come out of my account and id like to cancel. I can’t afford the yearly payment as I am travelling and can’t find my account to cancel :(,"@701570 We'd be more than happy to help! Without posting personal and/or account information, can you tell us more about the issue? ^BN",account_prime_membership,account_prime_membership,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1777691,@AmazonHelp Already reported this multiple times to your customer service executives. But did not get any improvement in this regards. Now it would be better if you guys cancel my prime membership and return the amount that you guys have charged for being a prime member,@534144 Certainly not the kind of experience we'd want you to have. Please report it to our support team here: https://t.co/eTnoaip9pB so that we can fix this at the earliest. ^JS,account_prime_membership,account_prime_membership,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
124007,"@AmazonHelp Are you guys not reading what Im writing? I cannot accest the account. It was locked, so why on earth are you debitting me a 100 bucks for a prime membership for an account you won’t let me access! https://t.co/hkd3YVWKWE","@143734 Hey, Sabrina! I would like to have someone look at this with you directly. Please reach out to us here: https://t.co/nPHpAmxnXF ^LA",account_prime_membership,account_prime_membership,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2766941,"@AmazonHelp As i ask them, they told do not worry for the option u r eligible for the cashback you can buy your prime membership and the cashback will be credited into your account within 15 days",@773755 I understand your concern. Kindly report this to our support team here: https://t.co/rS49hgaADF so that they can assist you accordingly. ^BV,account_prime_membership,payments_billing_promotions,yes,Audited primary-intent correction.
1713133,@AmazonHelp Been off phone now 15-20 mins. “Manager” said she would credit my account and extend my Prime membership. Neither has happened so far.,@518874 I'm sorry about the extended hold! Let us know the outcome of your call. We want to ensure we've addressed your issues. ^SH,account_prime_membership,account_prime_membership,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1872004,@AmazonHelp Being a prime member if you're giving such kind of service than its simply pathetic n what's the use of opting prime membership than???,@481701 That's unusual. Please report it here: https://t.co/vlvfJr4nN9 and we'll look into this right away. ^HK,account_prime_membership,general_feedback_non_actionable,yes,Audited primary-intent correction.
2192456,"@AmazonHelp I already did, I got hung up on. Called back, then was told money wasn't taken out my account (lie) and then cancelled my prime membership.",@641722 Please contact us: https://t.co/hApLpMlfHN so we can look into this further with you. ^CO,account_prime_membership,account_prime_membership,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2597904,@AmazonHelp I already sent an email and tried calling. I ordered an item and was charged with a Amazon Prime membership along with it. I  canceled my membership but I'm not receiving a refund. Im really hoping on getting a refund because this order completely drained my bank account,"@735528 Oh no! I'm sorry for the frustration! This is definitely not the experience we want for our customers! Have you had a chance to contact us? If so, what did they say? If you would prefer, we can help in real-time, via phone or chat here: https://t.co/hApLpMlfHN ^NN",account_prime_membership,account_prime_membership,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2317930,@AmazonHelp I cancelled Prime membership and have been expecting a credit to my account since. Please advise where I can follow up on the progress. It’s been past 5 working days already,@164791 Hi. I'm afraid we don't have access to account/order information through social media. What were you advised when you contacted us directly? ^DC,account_prime_membership,account_prime_membership,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1448057,@AmazonHelp I created this account one month ago and loving shopping as our area  is not serviceable previously.And certainly purchased Prime membership,@456030 I'm sorry to hear that your account was blocked. Could you please check if you've received an email regarding it? ^AM,account_prime_membership,account_prime_membership,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1650892,@AmazonHelp I don’t have business account. I pay for my prime membership each year as an individual,@369832 Business accounts are not eligible for the No-Rush benefits. More info on Business Shipping: https://t.co/QYZi9TAgf1 ^SY,account_prime_membership,account_prime_membership,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2692733,"@AmazonHelp I don’t have the email to log into the account with the prime membership, and have no knowledge to what it is. Can I just have the complaints email please.",@270228 Canceling an Amazon Prime membership can be done from the account. Learn how to cancel here: https://t.co/X3vmCKUmmJ ^JF,account_prime_membership,account_prime_membership,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2061563,@AmazonHelp I need to speak to a human because all I can see on my account is a note saying that my “prime membership will be active soon”.,"@609701 We can help! You can visit this page: https://t.co/qx9TyPoYqD for more info on cancelling Prime. If you have the trial, cancelling will keep you from getting charged, but you'll keep the benefits until the end of the 30 days. ^LB",account_prime_membership,account_prime_membership,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
205280,@AmazonHelp I tried contacting to your customer service about the order Only to find my entire order history and prime membership wiped from my account.,"@164617 (2/2) carrier feedback? If not, please reach us by phone, chat, or e-mail when you have a moment: https://t.co/hApLpMlfHN ^MV",account_prime_membership,account_prime_membership,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1681799,"@AmazonHelp It is my prime membership. When I signed up for the prime account, I was assured by your customer service that it would be free 1/2","@410832 We can't access your account via Twitter, Ahmed, but we'd still like to help! Let's check here: https://t.co/4iM6g2XgZi ^FD",account_prime_membership,account_prime_membership,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2184922,@AmazonHelp Have attempted all troubleshooting procedures. WiFi proximity is not the issue. Buggy device across many apps. Should I upgrade to FireTV?,"@639916 Sorry to hear that, is it far from your Wi-Fi router? Have you tried some troubleshooting steps? ^JJ",product_device_support,product_device_support,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
86258,"@AmazonHelp MS, thanks, but Phillips Hue won't work in English in Germany. It'll ask you to switch the device language to German (and also crash in the process). Fire TV stick and Alexa will not even display a link option with both devices set to English while connected to a German account.","@134832 You can change the language for your Alexa devices within the Alexa app. Please note that the language settings have to be changed individually for each device.
1. Open the Alexa app &amp; select ""Settings""
2. Select your device. 
3. Select ""Language""

Regards ^MS",product_device_support,product_device_support,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
765768,@AmazonHelp try connecting the echo device to a hot spot. For this you can use your phone or any other mobile device that has the option to share wifi connectivity. Remember that you would need to have an extra device to proceed with the set up on the Alexa app when you are using hot spot.,@303009 When was the last time they've been in contact with you? What was advised? ^CN,product_device_support,product_device_support,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2033015,@AmazonHelp Can I setup my @115850 Echo device to work from two different iPhones in the house? #AmazonEcho #Alexa,@195267 That's exactly what we'd like to hear!! Hope you have fun with the device. ^PS,product_device_support,product_device_support,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1573543,@AmazonHelp Defeats the object of getting an Echo Plus!  And then you can’t delete that device from Alexa App and a useless bulb in hand. Terrible!!,@484996 Can you tell us more about what's happening? What troubleshooting steps have already been taken? We'd like to help!  ^KJ,product_device_support,product_device_support,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2261748,"@AmazonHelp Drop in feature is not for India yet. Still I can make echo to Echo call from my echo device on to my brother's echo device..
But when I try to call my friend's Echo device Alexa response by saying ""could not find the contact""","@127180 Did you try using ""Drop in"" feature in Alexa application? ^GK",product_device_support,product_device_support,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
575901,@AmazonHelp I have a Fire TV Stick + Echo Dot; but I’m really wondering if the Echo Plus - which I understand has a good speaker - can be used as a TV output speaker while streaming content. Or does it only work while playing Alexa-controlled music?,"@252816 Hi, are you referring to the Fire TV? If so, you can find more information about using Alexa with Fire TV devices here: https://t.co/XTir6eKeVY. ^JJ",product_device_support,product_device_support,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2424612,@AmazonHelp I released my skill for beta testing for few people. My skill works fine in developer portal testing module but in the echo device its not working. In aws cloud watch there is no log while testing with echo device. Please help me.,@696271 Apologies. Could you please elaborate to which skill your pertaining to ? ^MN,product_device_support,product_device_support,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1050670,"@AmazonHelp In India, only Fire stick is launched. If a buy this Fire TV (4K model) from USA and use it in india, will this device work? Pls help","@368297 Hi there, please reach out to our partner website https://t.co/nUUp5MLhYl: https://t.co/MNornaZ3X6 for further insight. ^VM",product_device_support,product_device_support,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
130238,"@AmazonHelp Look, I have a .co.uk prime account. I have a fire tv stick that won’t let me play Amazon Prime, while my Apple tablet does. I want to order a Kindle Paperwhite, but it won’t ship to Belgium. Nevertheless you launched Prime in Belgium (from your German site). So, make it work.","@145372 Hi, please don't haunt us. Have you already tried to place the order? ^BZ",product_device_support,product_device_support,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2613251,"@AmazonHelp Ok have done that, though the Echo / Alexa isn’t listed as a device or a digital device so I just choose “Other Account Issue”","@__Plasma__ Hey Kevin, please contact us here: https://t.co/JzP7hlA23B so we can look into this for you. ^MA",product_device_support,product_device_support,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
739721,"@AmazonHelp Restarted device &amp; resent wifi signal. I used @91692 on my tablet, so I know it's not Wifi. This is what I see. /1 https://t.co/S6y1eLNq8Y",@296906 I'm sorry you're experiencing issues! Are you receiving a specific error? Have you restarted your device? ^MV,product_device_support,product_device_support,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1480159,@AmazonHelp So (according to the support chat) the device you are running the Alexa app on ALSO needs to be on the same wifi network #undocumented,@119906 Sorry to see this. Please reach out to us directly here: https://t.co/hApLpMlfHN and we can look into this. ^PK,product_device_support,product_device_support,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
451912,"@AmazonHelp The guide says to select music, video and books section in my amazon alexa app to link my echo to fire tv but mine is just called music and books","@222180 Great question! Yes, you can now use Alexa with your Fire TV. To get started, make sure your Fire TV software is fully up-to-date by going to Settings &gt; Device &gt; About &gt; Check for Updates. Let us know if you have any other questions! ^MB",product_device_support,product_device_support,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1473749,@AmazonHelp Yes. All are on same wi-fi network. Both echo &amp; &amp; dot w/ same errors. Even did un-pair and re-pair of Echo w. fire tv. Still not working.,@432116 Have you checked your Wi-Fi or bluetooth connection with either your FireTV or Echo? ^LS,product_device_support,product_device_support,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2504813,@AmazonHelp #Alexa #weather video clip uploading.  Here's the photos. #Echo #AmazonEcho https://t.co/rvFjKWe3VO,"@156635 I'm sorry you feel this way, Kristine! We don't ever want our customers to feel that we treated them poorly. Please provide feedback on the temperature discrepancy with Alexa here: https://t.co/XrvYv7TqBG ^EA",product_device_support,product_device_support,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2366354,@AmazonHelp @558535 But you still cannot control the Fire TV from Alexa in the UK. Or have Voice profiles… Both features rolled out in the US already. Any real reasons?,@558535 Sorry for the difficulties! Check out how to use multiple Alexa devices cohesively here: https://t.co/v6vDLmr9iJ,product_device_support,product_device_support,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1873880,"@AmazonHelp Alexa doesn't work, and you have just lost about a grand's worth of business this week. Unlock my *****ing account.",@559457 Thanks very much Matthew. ^NV,product_device_support,account_prime_membership,yes,Audited primary-intent correction.
998047,@AmazonHelp Also Design a Kindle tablet with colour ink screen. I have huge expectations from Amazon. @115851,@313956 Hello! How may I help you? ^HA,product_device_support,general_feedback_non_actionable,yes,Audited primary-intent correction.
2955989,"@AmazonHelp Also, while I've got you, I can't get my fire stick to connect to my echo dot - theres no option for it in the app...",@220659 Thank you for clarifying this; please reach out to our support team so we can troubleshoot this with you: https://t.co/JzP7hlA23B ^WM,product_device_support,product_device_support,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
258823,"@AmazonHelp Alright, doesn’t that mean I’m going to have to redownload all my music?  Cause that’s a lot of songs to download","@177534 Please try uninstalling and reinstalling the app, then rebooting your phone to see if that helps. Keep us posted. ^CE",digital_content,digital_content,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
173521,"@AmazonHelp My three year old loves Alexa. She asks her regularly to play music by saying, “Alexa play kid’s music.”  That worked fine for a while. Suddenly it now only plays kid’s movie songs. That’s not what she’s looking for and makes her upset.","@156623 Great question! Blocking specific stations isn't currently supported. However, you can you send us your feedback or any requests via Help &amp; Feedback in your Alexa app, details: https://t.co/dymXLqEf5T ^AC",digital_content,digital_content,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
789284,"@AmazonHelp Thank you. Need that 😀

Another question. What if I download the movie on Prime Video app and watch, will that be eligible?",@132741 The contest lasts till 31st October 2017. All the best. 👍 ^HR,digital_content,digital_content,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2647226,"@AmazonHelp Thanks! Unfortunately it doesn't really help. The songs have definitely downloaded, but they're just not showing up in the 'offline' section of the Amazon Music app. Also, even though I set up the app to download to my SD card, they seem to have saved to internal storage...odd!!",@746873 Sorry to hear you're having difficulties with the Music app today Shane! The steps outlined here: https://t.co/EeIwt7EKID should help you to find and play your downloaded music.  ^AZ,digital_content,digital_content,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
996718,"@AmazonHelp Yeah, but that doesn’t help with me wanting to play music through my sonos speakers? Seems Alexa can’t play downloaded songs through sonos..",@195170 Have you tried connecting to the Echo via Bluetooth to use it as a speaker? More info here: https://t.co/y3OkpL1XPy ^BH,digital_content,digital_content,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
11574,"@AmazonHelp enviei meu ebook para o premio Kindle às 22h de hoje. Porém, a ferramenta kdp fala q demora 72h pra publicar. Vou concorrer mesmo assim, certo?","@118230 Olá, Cassiel. Sem compartilhar informações pessoais ou da sua conta, me diga, como posso ajudar você? ^CR",digital_content,digital_content,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2306471,@AmazonHelp #kdpamazon cant help. i tried. i sent them my ebook they said it was good then they shut my account,@532172 I'm so sorry for the trouble. Please contact our Amazon Kindle Direct Publishing here: https://t.co/bOmAvMQ29U so we can look into this with you! ^LH,digital_content,digital_content,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2492253,@AmazonHelp ... what is the point if all my packages are late and the 1 day shipping orders show up 4-5 days late? I don't use Prime Video or Prime Music. I have prime for the shipping. That incentive is gone so Prime has much less value for me.,@711510 This is definitely not the experience we want you to have! Have you reached out to us by phone or chat so that we could take a look into those late shipments &amp; take your feedback? Were you offered any options or provided any insight if so? Please let us know! ^JY,digital_content,delivery_issue,yes,Audited primary-intent correction.
2442410,"@AmazonHelp @700391 I think that the industry is sooo slow in making decisions, just look at the big movie companies, each wanting to hold on as long as possible, come on get tough like the music industry has done! Make it better for all the consumers","@700391 I'm sorry, we don't have any information available on this. Please stay tuned! ^SB",digital_content,general_feedback_non_actionable,yes,Audited primary-intent correction.
1668882,@AmazonHelp A compra é de um ebook com cartão de débito mastercard.,"@442617 Marcos, se você pagar com cartão de crédito a cobrança será processada quando o item comprado entrar no processo de envio. ^VL",digital_content,digital_content,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
24527,"@AmazonHelp Can it play songs from my phone folders, cloud storage or google music?","@121289 play music from services like Amazon Prime Music, Saavn and TuneIn. (2/2) ^GK",digital_content,digital_content,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
174511,"@AmazonHelp Completely unhelpful, did you even read my problem? I know that I can click on My Music because I'm not an idiot. My problem is that I do not want to listen to the music via the Amazon Music App. All I want to do is download the 'mp3 download' I purchased as an mp3.","@156912 We can help with this! Once you've signed in to your Amazon account in the music app, you can find your music by tapping ""My Music"" from the menu. For more instructions downloading and accessing your purchased music, visit us here: https://t.co/mqgoUNGy3Z ^TK",digital_content,digital_content,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1286400,"@AmazonHelp Crédito. É o q sempre uso pra compra de ebook e livros físicos.
O outro tbm é crédito, no nome da minha mãe.",@420879 Você está fazendo a compra com o cartãpo de débito? ^MB,digital_content,digital_content,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1715285,@AmazonHelp Currently have 2 echos .. 1 is plus one is regular but I want to use my normal prime music on iPhone to control and change songs on multi rm,"@519485 Hi! Are you trying to stream uploaded music, Prime Music or Amazon Music Unlimited content?  ^DO",digital_content,digital_content,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2478934,"@AmazonHelp Due to Digital Rights Management and content  license restrictions, currently there is no option to download any books  to your SD card. You can install apps and games, download  music, videos, and audiobooks, and store photos and personal videos on  an external SD Card.",@123562 Oh no! We'd like to help in any way we can. Please click here: https://t.co/hApLpMlfHN so we can troubleshoot with you in real time. ^NM,digital_content,digital_content,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1568719,"@AmazonHelp Ebook, entrei pelo aplicativo e não pelo link com o desconto. Erro meu. Recebi o e-mail já. R$ 21,90","@483985 Olá Álvaro, você comprou o eBook ou o livro físico? ^LG",digital_content,payments_billing_promotions,yes,Audited primary-intent correction.
502479,@AmazonHelp For some reason I can’t stream certain songs as they say I have to be a member of prime even though I am? Are some not available even though they’re on there or?,@235044 The Prime membership includes Prime Music which has select titles available to stream and download for free. More details here: https://t.co/4qYK9I4Orc ^BH,digital_content,digital_content,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
21970,@AmazonHelp Grata. Procuro parceria para divulgar pq meus leitores não tem costume de ler ebook. Se tem como anunciar os livros ou divulgar via Amazon,"@120782 2/2 informação sobre outras oportunidades de negócios 
aqui: https://t.co/ZdT0eTtsfR ^VM",digital_content,general_feedback_non_actionable,yes,Audited primary-intent correction.
1206934,"@AmazonHelp Here's the ISBN for the ebook edition of Walkaway: 9780765392787 
Isn't that just amazing you could now search for that number on internet",@403417 ISBNs would not be in Kindle editions. Kindle is a digital version of a book. ISBNs are tied to physical copies. ^MC,digital_content,general_feedback_non_actionable,yes,Audited primary-intent correction.
369261,@AmazonHelp Here's why it matters: I need verified reviews to book online promotional services in advance of my eBook release in Aug. Thx.,"@203483 We generally send an e-mail asking for a review, did your friend try to submit his review through this process? ^AF",digital_content,general_feedback_non_actionable,yes,Audited primary-intent correction.
2254516,"@AmazonHelp Apparently, third party seller. I should have know I was being scammed when it said it was shipping from China. 

You guys stole money from me a year and a half ago when 3rd party seller sold me counterfeit merchandise and your customer service lied to me, saying I’d be refunded.",@539934 Thank you for the info. Was this item shipped out by Amazon or a third-party seller as seen here: https://t.co/Y5jpI9gRhE? ^JM,product_seller_availability,product_seller_availability,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2757408,"@AmazonHelp I can't believe that a replacement package can't just be shipped from the third-party seller. This is unacceptable, given how much it cost and how long I've already waited for it to be in stock.",@771683 I'm so sorry for the frustration with your order from our third-party seller. Could you tell us a bit more about what's going on? What options did we provide when you contacted us? ^DG,product_seller_availability,product_seller_availability,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1676495,@AmazonHelp I pre order a game that's in stock now telling me I won't receive game till end of November due to it being out of stock,@509986 That's not what we want to hear! Without providing any sensitive info could you tell us more about the issue? ^ZW,product_seller_availability,product_seller_availability,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1544194,"@AmazonHelp Order is booked only when product is in stock otherwise it shows out of stock 
Delay due to pincode is understandable when its been shipped",@478332 availability of the item and the pincode. (2/2) ^GK,product_seller_availability,product_seller_availability,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
